id_number,age,birth_year,country,ranking,prefix,full_name,first_name,last_name,first_last_name,second_last_name
2762,57.0,1967.0,Chile,LOWER,,Pablo Rodríguez,Pablo,Rodríguez,Rodríguez,
2763,66.0,1958.0,Uruguay,MID,Dr,Isabel Gutiérrez Gutiérrez,Isabel,Gutiérrez Gutiérrez,Gutiérrez,Gutiérrez
2764,68.0,1956.0,Brasil,UPPER,,Pilar Pérez Ruiz,Pilar,Pérez Ruiz,Pérez,Ruiz
2765,,,,,,Luis Muñoz López,Luis,Muñoz López,Muñoz,López
2766,-1.0,0.0,Chile,UPPER,,Pilar Moreno,Pilar,Moreno,Moreno,
2767,83.0,1941.0,Argentina,LOWER,,Juan Sánchez Martínez,Juan,Sánchez Martínez,Sánchez,Martínez
2768,,,,,,Francisco Rodríguez,Francisco,Rodríguez,Rodríguez,
2769,76.0,1948.0,Brasil,LOWER,,Pablo Moreno,Pablo,Moreno,Moreno,
2770,48.0,1976.0,Chile,UPPER,,José Martín Rodríguez,José,Martín Rodríguez,Martín,Rodríguez
2771,40.0,1984.0,Chile,UPPER,,Luis Hernández,Luis,Hernández,Hernández,
2772,21.0,2003.0,Uruguay,MID,,Carlos Díaz,Carlos,Díaz,Díaz,
2773,-1.0,0.0,Paraguay,LOWER,,Carmen Gómez Pérez,Carmen,Gómez Pérez,Gómez,Pérez
2774,62.0,1962.0,Argentina,LOWER,,Ana Martínez,Ana,Martínez,Martínez,
2775,64.0,1960.0,Paraguay,MID,,Javier Jiménez,Javier,Jiménez,Jiménez,
2776,59.0,1965.0,México,MID,,Juan Martínez López,Juan,Martínez López,Martínez,López
2777,46.0,1978.0,Uruguay,UPPER,,Elena Martínez Díaz,Elena,Martínez Díaz,Martínez,Díaz
2778,56.0,1968.0,Brasil,MID,,Sofía Muñoz,Sofía,Muñoz,Muñoz,
2779,39.0,1985.0,Uruguay,MID,,Pilar Díaz González,Pilar,Díaz González,Díaz,González
2780,78.0,1946.0,Brasil,UPPER,,Teresa González,Teresa,González,González,
2781,38.0,1986.0,Uruguay,LOWER,,Isabel Hernández Hernández,Isabel,Hernández Hernández,Hernández,Hernández
2782,79.0,1945.0,México,UPPER,,Elena Rodríguez,Elena,Rodríguez,Rodríguez,
2783,43.0,1981.0,Brasil,MID,,Carlos Hernández Díaz,Carlos,Hernández Díaz,Hernández,Díaz
2784,66.0,1958.0,Paraguay,UPPER,,Rafael Rodríguez Martín,Rafael,Rodríguez Martín,Rodríguez,Martín
2785,-1.0,0.0,Chile,LOWER,,Juan Gutiérrez,Juan,Gutiérrez,Gutiérrez,
2786,56.0,1968.0,Paraguay,MID,,Pedro González,Pedro,González,González,
2787,,,,,,Pedro Hernández,Pedro,Hernández,Hernández,
2788,,,,,,Rafael Pérez,Rafael,Pérez,Pérez,
2789,54.0,1970.0,Paraguay,MID,,Sofía Jiménez García,Sofía,Jiménez García,Jiménez,García
2790,57.0,1967.0,Uruguay,MID,,Rafael Jiménez Rodríguez,Rafael,Jiménez Rodríguez,Jiménez,Rodríguez
2791,-1.0,0.0,México,MID,,Sofía González,Sofía,González,González,
2792,46.0,1978.0,Chile,MID,,Pablo Rodríguez,Pablo,Rodríguez,Rodríguez,
2793,59.0,1965.0,Brasil,UPPER,,Carlos Sánchez,Carlos,Sánchez,Sánchez,
2794,47.0,1977.0,Chile,UPPER,,Luis Álvarez,Luis,Álvarez,Álvarez,
2795,73.0,1951.0,Paraguay,MID,,Marta Jiménez Martínez,Marta,Jiménez Martínez,Jiménez,Martínez
2796,39.0,1985.0,Argentina,UPPER,,Francisco González,Francisco,González,González,
2797,29.0,1995.0,Uruguay,MID,,Fernando Alonso Muñoz,Fernando,Alonso Muñoz,Alonso,Muñoz
2798,47.0,1977.0,Chile,LOWER,,Elena Hernández Sánchez,Elena,Hernández Sánchez,Hernández,Sánchez
2799,62.0,1962.0,Brasil,MID,,Rafael Hernández Ruiz,Rafael,Hernández Ruiz,Hernández,Ruiz
2800,-1.0,0.0,Argentina,MID,,José Rodríguez,José,Rodríguez,Rodríguez,
2801,67.0,1957.0,Uruguay,MID,,Francisco Romero,Francisco,Romero,Romero,
2802,54.0,1970.0,Argentina,UPPER,,Isabel Martín,Isabel,Martín,Martín,
2803,-1.0,0.0,Brasil,LOWER,,Fernando García Muñoz,Fernando,García Muñoz,García,Muñoz
2804,46.0,1978.0,Uruguay,UPPER,,Pablo López,Pablo,López,López,
2805,,,,,,Teresa Sánchez Martín,Teresa,Sánchez Martín,Sánchez,Martín
2806,,,,,,Marta Hernández Pérez,Marta,Hernández Pérez,Hernández,Pérez
2807,72.0,1952.0,México,LOWER,,Isabel González Gómez,Isabel,González Gómez,González,Gómez
2808,43.0,1981.0,Argentina,LOWER,,Lucía Gómez Martínez,Lucía,Gómez Martínez,Gómez,Martínez
2809,49.0,1975.0,México,LOWER,,Isabel Muñoz,Isabel,Muñoz,Muñoz,
2810,,,,,,Teresa Rodríguez Gómez,Teresa,Rodríguez Gómez,Rodríguez,Gómez
2811,,,,,,Isabel Ruiz,Isabel,Ruiz,Ruiz,
2812,,,,,,Isabel Martín,Isabel,Martín,Martín,
2813,,,,,,Fernando Fernández Álvarez,Fernando,Fernández Álvarez,Fernández,Álvarez
2814,49.0,1975.0,Argentina,UPPER,,Sofía Moreno,Sofía,Moreno,Moreno,
2815,57.0,1967.0,Uruguay,LOWER,,Pedro García López,Pedro,García López,García,López
2816,40.0,1984.0,Uruguay,UPPER,,Teresa Alonso,Teresa,Alonso,Alonso,
2817,,,,,,Rafael Gutiérrez López,Rafael,Gutiérrez López,Gutiérrez,López
2818,,,,,,Juan Muñoz Moreno,Juan,Muñoz Moreno,Muñoz,Moreno
2819,,,,,,Isabel Pérez,Isabel,Pérez,Pérez,
2820,37.0,1987.0,Uruguay,UPPER,,Teresa Pérez,Teresa,Pérez,Pérez,
2821,39.0,1985.0,Argentina,UPPER,,Javier Muñoz Gutiérrez,Javier,Muñoz Gutiérrez,Muñoz,Gutiérrez
2822,53.0,1971.0,Paraguay,MID,,Carmen Muñoz,Carmen,Muñoz,Muñoz,
2823,54.0,1970.0,Paraguay,LOWER,,Sofía Moreno Álvarez,Sofía,Moreno Álvarez,Moreno,Álvarez
2824,67.0,1957.0,Uruguay,MID,,Pablo Gutiérrez,Pablo,Gutiérrez,Gutiérrez,
2825,-1.0,0.0,Unknown,LOWER,Lic,José López Gómez,José,López Gómez,López,Gómez
2826,66.0,1958.0,México,LOWER,,Pablo Rodríguez,Pablo,Rodríguez,Rodríguez,
2827,47.0,1977.0,Unknown,UPPER,,Pilar Martínez González,Pilar,Martínez González,Martínez,González
2828,41.0,1983.0,México,LOWER,,Juan Ruiz Martín,Juan,Ruiz Martín,Ruiz,Martín
2829,55.0,1969.0,Argentina,MID,,Rafael Alonso,Rafael,Alonso,Alonso,
2830,57.0,1967.0,Brasil,MID,,Elena Alonso Muñoz,Elena,Alonso Muñoz,Alonso,Muñoz
2831,-1.0,0.0,Unknown,LOWER,,Luis Fernández,Luis,Fernández,Fernández,
2832,-1.0,0.0,Paraguay,LOWER,,Francisco Sánchez,Francisco,Sánchez,Sánchez,
2833,-1.0,0.0,Uruguay,MID,,Luis Díaz,Luis,Díaz,Díaz,
2834,,,,,,Sofía Ruiz López,Sofía,Ruiz López,Ruiz,López
2835,23.0,2001.0,Uruguay,MID,,Carlos Gómez,Carlos,Gómez,Gómez,
2836,71.0,1953.0,México,UPPER,,Sofía Ruiz Gutiérrez,Sofía,Ruiz Gutiérrez,Ruiz,Gutiérrez
2837,73.0,1951.0,Chile,UPPER,,Marta Sánchez,Marta,Sánchez,Sánchez,
2838,-1.0,0.0,Argentina,LOWER,,Teresa Hernández,Teresa,Hernández,Hernández,
2839,48.0,1976.0,Brasil,LOWER,,Luis Hernández López,Luis,Hernández López,Hernández,López
2840,61.0,1963.0,Paraguay,UPPER,,Rafael Alonso,Rafael,Alonso,Alonso,
2841,-1.0,0.0,Chile,LOWER,,Pedro Hernández,Pedro,Hernández,Hernández,
2842,67.0,1957.0,Paraguay,LOWER,,Pilar Romero,Pilar,Romero,Romero,
2843,33.0,1991.0,Argentina,LOWER,,Pedro Álvarez Ruiz,Pedro,Álvarez Ruiz,Álvarez,Ruiz
2844,46.0,1978.0,Paraguay,LOWER,,Rafael Jiménez Moreno,Rafael,Jiménez Moreno,Jiménez,Moreno
2845,-1.0,0.0,Paraguay,LOWER,,Francisco Díaz Alonso,Francisco,Díaz Alonso,Díaz,Alonso
2846,51.0,1973.0,Chile,UPPER,,Francisco Fernández Martínez,Francisco,Fernández Martínez,Fernández,Martínez
2847,44.0,1980.0,Uruguay,MID,,Fernando Jiménez Moreno,Fernando,Jiménez Moreno,Jiménez,Moreno
2848,,,,,,Javier Rodríguez,Javier,Rodríguez,Rodríguez,
2849,,,,,,Lucía Martín Gómez,Lucía,Martín Gómez,Martín,Gómez
2850,34.0,1990.0,Paraguay,LOWER,,Marta Jiménez,Marta,Jiménez,Jiménez,
2851,-1.0,0.0,México,MID,,Francisco Pérez Moreno,Francisco,Pérez Moreno,Pérez,Moreno
2852,52.0,1972.0,Uruguay,MID,Dr,Marta Alonso Sánchez,Marta,Alonso Sánchez,Alonso,Sánchez
2853,,,,,,Teresa García,Teresa,García,García,
2854,55.0,1969.0,Uruguay,MID,,Isabel Moreno Jiménez,Isabel,Moreno Jiménez,Moreno,Jiménez
2855,38.0,1986.0,México,LOWER,,José Rodríguez González,José,Rodríguez González,Rodríguez,González
2856,58.0,1966.0,México,LOWER,,Isabel Rodríguez,Isabel,Rodríguez,Rodríguez,
2857,21.0,2003.0,Uruguay,LOWER,,Teresa Martínez Fernández,Teresa,Martínez Fernández,Martínez,Fernández
2858,51.0,1973.0,Uruguay,MID,,Luis García,Luis,García,García,
2859,62.0,1962.0,Chile,MID,,Teresa Álvarez Gómez,Teresa,Álvarez Gómez,Álvarez,Gómez
2860,79.0,1945.0,Paraguay,UPPER,,Lucía López Jiménez,Lucía,López Jiménez,López,Jiménez
2861,29.0,1995.0,Uruguay,UPPER,,María López,María,López,López,
2862,-1.0,0.0,México,LOWER,,Ana Álvarez Jiménez,Ana,Álvarez Jiménez,Álvarez,Jiménez
2863,65.0,1959.0,Uruguay,LOWER,,Luis Jiménez Jiménez,Luis,Jiménez Jiménez,Jiménez,Jiménez
2864,35.0,1989.0,Uruguay,MID,,Javier Martín,Javier,Martín,Martín,
2865,49.0,1975.0,Brasil,LOWER,,Francisco Romero González,Francisco,Romero González,Romero,González
2866,-1.0,0.0,Unknown,LOWER,,Carmen Fernández,Carmen,Fernández,Fernández,
2867,36.0,1988.0,Brasil,UPPER,,Pedro López,Pedro,López,López,
2868,32.0,1992.0,Paraguay,LOWER,,Teresa Pérez Gómez,Teresa,Pérez Gómez,Pérez,Gómez
2869,58.0,1966.0,Chile,MID,,Carmen Romero,Carmen,Romero,Romero,
2870,32.0,1992.0,México,LOWER,,Pilar Gutiérrez Gómez,Pilar,Gutiérrez Gómez,Gutiérrez,Gómez
2871,77.0,1947.0,Uruguay,UPPER,,Luis Muñoz,Luis,Muñoz,Muñoz,
2872,,,,,,María Álvarez,María,Álvarez,Álvarez,
2873,45.0,1979.0,Uruguay,MID,,Sofía Moreno Hernández,Sofía,Moreno Hernández,Moreno,Hernández
2874,76.0,1948.0,México,UPPER,,Teresa Alonso García,Teresa,Alonso García,Alonso,García
2875,,,,,Sr,Marta Fernández Gómez,Marta,Fernández Gómez,Fernández,Gómez
2876,77.0,1947.0,México,UPPER,,Sofía García Díaz,Sofía,García Díaz,García,Díaz
2877,58.0,1966.0,México,UPPER,,Elena Gutiérrez,Elena,Gutiérrez,Gutiérrez,
2878,,,,,,Pedro Alonso Moreno,Pedro,Alonso Moreno,Alonso,Moreno
2879,73.0,1951.0,Chile,LOWER,,Ana Sánchez,Ana,Sánchez,Sánchez,
2880,65.0,1959.0,Brasil,MID,,Juan González,Juan,González,González,
2881,36.0,1988.0,Chile,LOWER,,María Sánchez Jiménez,María,Sánchez Jiménez,Sánchez,Jiménez
2882,59.0,1965.0,Brasil,MID,,Luis Martín,Luis,Martín,Martín,
2883,28.0,1996.0,Uruguay,LOWER,Dr,Javier Jiménez,Javier,Jiménez,Jiménez,
2884,,,,,,María Fernández,María,Fernández,Fernández,
2885,,,,,,Francisco Moreno,Francisco,Moreno,Moreno,
2886,-1.0,0.0,Chile,LOWER,,Juan Pérez Gómez,Juan,Pérez Gómez,Pérez,Gómez
2887,,,,,,Javier Muñoz Martín,Javier,Muñoz Martín,Muñoz,Martín
2888,50.0,1974.0,Argentina,UPPER,,Rafael Gutiérrez López,Rafael,Gutiérrez López,Gutiérrez,López
2889,62.0,1962.0,Chile,LOWER,,Elena Moreno,Elena,Moreno,Moreno,
2890,,,,,,Carlos Pérez,Carlos,Pérez,Pérez,
2891,-1.0,0.0,México,UPPER,,Francisco Pérez,Francisco,Pérez,Pérez,
2892,-1.0,0.0,Brasil,LOWER,,María Martín,María,Martín,Martín,
2893,58.0,1966.0,Paraguay,MID,Mg,José Álvarez,José,Álvarez,Álvarez,
2894,64.0,1960.0,Brasil,MID,,Fernando González Fernández,Fernando,González Fernández,González,Fernández
2895,,,,,,Rafael Muñoz Muñoz,Rafael,Muñoz Muñoz,Muñoz,Muñoz
2896,-1.0,0.0,Paraguay,LOWER,Lic,Isabel Romero Alonso,Isabel,Romero Alonso,Romero,Alonso
2897,60.0,1964.0,Argentina,LOWER,,Pedro López Gómez,Pedro,López Gómez,López,Gómez
2898,74.0,1950.0,Uruguay,LOWER,,Francisco Fernández Jiménez,Francisco,Fernández Jiménez,Fernández,Jiménez
2899,-1.0,0.0,Chile,MID,,Ana Pérez Gutiérrez,Ana,Pérez Gutiérrez,Pérez,Gutiérrez
2900,-1.0,0.0,Uruguay,LOWER,,Sofía González,Sofía,González,González,
2901,61.0,1963.0,México,MID,,José Díaz Fernández,José,Díaz Fernández,Díaz,Fernández
2902,54.0,1970.0,Argentina,LOWER,,Lucía Romero Gutiérrez,Lucía,Romero Gutiérrez,Romero,Gutiérrez
2903,,,,,,Lucía Martín Sánchez,Lucía,Martín Sánchez,Martín,Sánchez
2904,39.0,1985.0,Chile,MID,,Juan García,Juan,García,García,
2905,48.0,1976.0,Chile,LOWER,,Ana Gutiérrez Muñoz,Ana,Gutiérrez Muñoz,Gutiérrez,Muñoz
2906,26.0,1998.0,Unknown,MID,,José Hernández,José,Hernández,Hernández,
2907,-1.0,0.0,Brasil,LOWER,,Javier Romero Fernández,Javier,Romero Fernández,Romero,Fernández
2908,-1.0,0.0,Brasil,UPPER,,Francisco Fernández,Francisco,Fernández,Fernández,
2909,37.0,1987.0,Argentina,MID,,Carmen García Martín,Carmen,García Martín,García,Martín
2910,69.0,1955.0,Brasil,UPPER,,Pedro García Rodríguez,Pedro,García Rodríguez,García,Rodríguez
2911,-1.0,0.0,Argentina,LOWER,Dr,Juan Sánchez,Juan,Sánchez,Sánchez,
2912,76.0,1948.0,Brasil,LOWER,,Francisco Díaz Rodríguez,Francisco,Díaz Rodríguez,Díaz,Rodríguez
2913,37.0,1987.0,Uruguay,MID,,Carlos Martínez Gómez,Carlos,Martínez Gómez,Martínez,Gómez
2914,45.0,1979.0,Paraguay,MID,,Teresa Moreno,Teresa,Moreno,Moreno,
2915,35.0,1989.0,México,UPPER,,Pilar Martín,Pilar,Martín,Martín,
2916,,,,,,Carlos Moreno,Carlos,Moreno,Moreno,
2917,42.0,1982.0,México,MID,,María Romero Gutiérrez,María,Romero Gutiérrez,Romero,Gutiérrez
2918,63.0,1961.0,Brasil,LOWER,,Fernando Rodríguez,Fernando,Rodríguez,Rodríguez,
2919,67.0,1957.0,Paraguay,LOWER,,Pedro Hernández,Pedro,Hernández,Hernández,
2920,53.0,1971.0,Uruguay,MID,,Lucía Martínez García,Lucía,Martínez García,Martínez,García
2921,36.0,1988.0,Brasil,UPPER,,Elena Sánchez López,Elena,Sánchez López,Sánchez,López
2922,43.0,1981.0,Uruguay,UPPER,,Marta Muñoz,Marta,Muñoz,Muñoz,
2923,,,,,,Luis Gómez,Luis,Gómez,Gómez,
2924,53.0,1971.0,Chile,LOWER,,Lucía Rodríguez,Lucía,Rodríguez,Rodríguez,
2925,34.0,1990.0,Brasil,MID,,Pilar Alonso Ruiz,Pilar,Alonso Ruiz,Alonso,Ruiz
2926,28.0,1996.0,Paraguay,MID,,Lucía Ruiz García,Lucía,Ruiz García,Ruiz,García
2927,53.0,1971.0,Argentina,MID,,Isabel Ruiz López,Isabel,Ruiz López,Ruiz,López
2928,49.0,1975.0,México,LOWER,,Javier Gómez Pérez,Javier,Gómez Pérez,Gómez,Pérez
2929,18.0,2006.0,Uruguay,MID,,Javier García Díaz,Javier,García Díaz,García,Díaz
2930,49.0,1975.0,Brasil,LOWER,,Rafael Jiménez Jiménez,Rafael,Jiménez Jiménez,Jiménez,Jiménez
2931,-1.0,0.0,Uruguay,MID,Col,Javier Álvarez,Javier,Álvarez,Álvarez,
2932,53.0,1971.0,Chile,LOWER,,Lucía López,Lucía,López,López,
2933,-1.0,0.0,Argentina,LOWER,,Juan Fernández González,Juan,Fernández González,Fernández,González
2934,,,,,,Francisco Muñoz,Francisco,Muñoz,Muñoz,
2935,,,,,,José Moreno,José,Moreno,Moreno,
2936,32.0,1992.0,Brasil,MID,,Ana Muñoz Hernández,Ana,Muñoz Hernández,Muñoz,Hernández
2937,36.0,1988.0,México,UPPER,,Javier Fernández Gutiérrez,Javier,Fernández Gutiérrez,Fernández,Gutiérrez
2938,64.0,1960.0,Argentina,LOWER,,María Rodríguez Ruiz,María,Rodríguez Ruiz,Rodríguez,Ruiz
2939,38.0,1986.0,Argentina,MID,,José Ruiz,José,Ruiz,Ruiz,
2940,28.0,1996.0,Paraguay,LOWER,,Sofía Muñoz,Sofía,Muñoz,Muñoz,
2941,56.0,1968.0,Uruguay,UPPER,,Isabel Álvarez,Isabel,Álvarez,Álvarez,
2942,63.0,1961.0,Brasil,LOWER,,Pablo Muñoz Romero,Pablo,Muñoz Romero,Muñoz,Romero
2943,71.0,1953.0,Uruguay,UPPER,,Elena Romero Hernández,Elena,Romero Hernández,Romero,Hernández
2944,62.0,1962.0,Brasil,MID,,Pilar Pérez Ruiz,Pilar,Pérez Ruiz,Pérez,Ruiz
2945,66.0,1958.0,Brasil,UPPER,,Ana Pérez,Ana,Pérez,Pérez,
2946,35.0,1989.0,Brasil,LOWER,,Pedro Hernández,Pedro,Hernández,Hernández,
2947,79.0,1945.0,México,LOWER,,Pedro Alonso,Pedro,Alonso,Alonso,
2948,,,,,,Marta Ruiz Gómez,Marta,Ruiz Gómez,Ruiz,Gómez
2949,49.0,1975.0,Argentina,UPPER,,Luis Fernández,Luis,Fernández,Fernández,
2950,63.0,1961.0,Uruguay,MID,Dr,Fernando Fernández Martínez,Fernando,Fernández Martínez,Fernández,Martínez
2951,33.0,1991.0,Paraguay,MID,,Teresa Gutiérrez Rodríguez,Teresa,Gutiérrez Rodríguez,Gutiérrez,Rodríguez
2952,,,,,,Luis Martínez Sánchez,Luis,Martínez Sánchez,Martínez,Sánchez
2953,51.0,1973.0,Paraguay,LOWER,,Pedro Álvarez Rodríguez,Pedro,Álvarez Rodríguez,Álvarez,Rodríguez
2954,-1.0,0.0,Uruguay,UPPER,,Francisco Martín,Francisco,Martín,Martín,
2955,77.0,1947.0,Paraguay,UPPER,,Lucía Álvarez,Lucía,Álvarez,Álvarez,
2956,,,,,Lic,Luis Alonso López,Luis,Alonso López,Alonso,López
2957,-1.0,0.0,México,MID,,Teresa Fernández Moreno,Teresa,Fernández Moreno,Fernández,Moreno
2958,-1.0,0.0,Uruguay,MID,Col,Sofía Álvarez,Sofía,Álvarez,Álvarez,
2959,59.0,1965.0,Paraguay,MID,,Luis Martín,Luis,Martín,Martín,
2960,-1.0,0.0,Paraguay,MID,,Ana Ruiz García,Ana,Ruiz García,Ruiz,García
2961,58.0,1966.0,México,UPPER,,Ana Ruiz,Ana,Ruiz,Ruiz,
2962,32.0,1992.0,México,LOWER,,Francisco Alonso,Francisco,Alonso,Alonso,
2963,50.0,1974.0,Unknown,UPPER,,Rafael Gómez,Rafael,Gómez,Gómez,
2964,72.0,1952.0,Argentina,LOWER,,Javier Hernández Pérez,Javier,Hernández Pérez,Hernández,Pérez
2965,70.0,1954.0,Argentina,LOWER,,Isabel López Alonso,Isabel,López Alonso,López,Alonso
2966,48.0,1976.0,Brasil,UPPER,,Teresa Moreno Ruiz,Teresa,Moreno Ruiz,Moreno,Ruiz
2967,29.0,1995.0,Uruguay,UPPER,,Ana Álvarez,Ana,Álvarez,Álvarez,
2968,48.0,1976.0,México,MID,,Pedro López,Pedro,López,López,
2969,63.0,1961.0,Brasil,MID,,Isabel Martín Fernández,Isabel,Martín Fernández,Martín,Fernández
2970,69.0,1955.0,México,UPPER,Sr,Pedro Álvarez Díaz,Pedro,Álvarez Díaz,Álvarez,Díaz
2971,58.0,1966.0,México,MID,,Francisco Romero Hernández,Francisco,Romero Hernández,Romero,Hernández
2972,49.0,1975.0,Unknown,MID,,Teresa González,Teresa,González,González,
2973,39.0,1985.0,México,UPPER,,José Fernández,José,Fernández,Fernández,
2974,66.0,1958.0,Paraguay,LOWER,,Carmen Moreno Sánchez,Carmen,Moreno Sánchez,Moreno,Sánchez
2975,48.0,1976.0,Argentina,MID,Mg,Luis González Martínez,Luis,González Martínez,González,Martínez
2976,69.0,1955.0,Paraguay,UPPER,,Elena Díaz Gutiérrez,Elena,Díaz Gutiérrez,Díaz,Gutiérrez
2977,40.0,1984.0,Uruguay,MID,,Lucía Gómez Gutiérrez,Lucía,Gómez Gutiérrez,Gómez,Gutiérrez
2978,,,,,,Pablo Jiménez González,Pablo,Jiménez González,Jiménez,González
2979,48.0,1976.0,Brasil,LOWER,,Francisco Hernández,Francisco,Hernández,Hernández,
2980,57.0,1967.0,Brasil,MID,,Rafael Gómez Ruiz,Rafael,Gómez Ruiz,Gómez,Ruiz
2981,60.0,1964.0,México,UPPER,,María Sánchez,María,Sánchez,Sánchez,
2982,70.0,1954.0,Uruguay,MID,,Isabel Álvarez Gutiérrez,Isabel,Álvarez Gutiérrez,Álvarez,Gutiérrez
2983,71.0,1953.0,México,UPPER,,Carlos Díaz,Carlos,Díaz,Díaz,
2984,33.0,1991.0,Paraguay,LOWER,,Carlos Gómez Díaz,Carlos,Gómez Díaz,Gómez,Díaz
2985,,,,,,Carmen Rodríguez Alonso,Carmen,Rodríguez Alonso,Rodríguez,Alonso
2986,83.0,1941.0,Argentina,LOWER,,Luis Rodríguez,Luis,Rodríguez,Rodríguez,
2987,73.0,1951.0,Argentina,LOWER,,Pablo López Gómez,Pablo,López Gómez,López,Gómez
2988,-1.0,0.0,México,LOWER,,Lucía Álvarez Ruiz,Lucía,Álvarez Ruiz,Álvarez,Ruiz
2989,75.0,1949.0,Argentina,MID,Col,Marta Álvarez Martínez,Marta,Álvarez Martínez,Álvarez,Martínez
2990,67.0,1957.0,Unknown,UPPER,Mg,Carmen Álvarez,Carmen,Álvarez,Álvarez,
2991,,,,,,Sofía Sánchez,Sofía,Sánchez,Sánchez,
2992,62.0,1962.0,México,LOWER,,Francisco Jiménez,Francisco,Jiménez,Jiménez,
2993,-1.0,0.0,Brasil,MID,,Marta Sánchez González,Marta,Sánchez González,Sánchez,González
2994,,,,,,Francisco Díaz Martínez,Francisco,Díaz Martínez,Díaz,Martínez
2995,77.0,1947.0,Uruguay,MID,,José Pérez Romero,José,Pérez Romero,Pérez,Romero
2996,36.0,1988.0,Chile,MID,,José González,José,González,González,
2997,60.0,1964.0,Brasil,LOWER,,José Ruiz Romero,José,Ruiz Romero,Ruiz,Romero
2998,61.0,1963.0,Argentina,MID,Lic,Rafael Jiménez Hernández,Rafael,Jiménez Hernández,Jiménez,Hernández
2999,48.0,1976.0,Uruguay,MID,,Lucía Martín,Lucía,Martín,Martín,
3000,54.0,1970.0,Chile,UPPER,Sr,Elena Gutiérrez González,Elena,Gutiérrez González,Gutiérrez,González
3001,74.0,1950.0,Chile,UPPER,,Sofía Álvarez Fernández,Sofía,Álvarez Fernández,Álvarez,Fernández
3002,31.0,1993.0,México,MID,,Isabel Jiménez,Isabel,Jiménez,Jiménez,
3003,36.0,1988.0,Brasil,LOWER,,Marta Martínez González,Marta,Martínez González,Martínez,González
3004,30.0,1994.0,Uruguay,MID,,Luis Fernández Ruiz,Luis,Fernández Ruiz,Fernández,Ruiz
3005,30.0,1994.0,México,LOWER,,Isabel Jiménez Álvarez,Isabel,Jiménez Álvarez,Jiménez,Álvarez
3006,56.0,1968.0,Paraguay,LOWER,,Pablo Ruiz Fernández,Pablo,Ruiz Fernández,Ruiz,Fernández
3007,,,,,,Pedro González González,Pedro,González González,González,González
3008,,,,,Col,María Rodríguez Martínez,María,Rodríguez Martínez,Rodríguez,Martínez
3009,63.0,1961.0,Chile,UPPER,,María Álvarez Moreno,María,Álvarez Moreno,Álvarez,Moreno
3010,,,,,,Javier González Moreno,Javier,González Moreno,González,Moreno
3011,-1.0,0.0,Chile,LOWER,,Juan Romero Ruiz,Juan,Romero Ruiz,Romero,Ruiz
3012,-1.0,0.0,México,LOWER,,María García Gutiérrez,María,García Gutiérrez,García,Gutiérrez
3013,84.0,1940.0,Argentina,UPPER,,Fernando Jiménez Romero,Fernando,Jiménez Romero,Jiménez,Romero
3014,-1.0,0.0,Uruguay,UPPER,,Carmen González,Carmen,González,González,
3015,61.0,1963.0,Brasil,UPPER,,Ana Pérez,Ana,Pérez,Pérez,
3016,,,,,,Carlos Gutiérrez,Carlos,Gutiérrez,Gutiérrez,
3017,82.0,1942.0,Chile,UPPER,,Rafael Ruiz,Rafael,Ruiz,Ruiz,
3018,72.0,1952.0,Brasil,MID,,Pablo Álvarez,Pablo,Álvarez,Álvarez,
3019,40.0,1984.0,Chile,LOWER,Lic,Carlos Martínez Sánchez,Carlos,Martínez Sánchez,Martínez,Sánchez
3020,68.0,1956.0,Uruguay,MID,Sra,Lucía Ruiz,Lucía,Ruiz,Ruiz,
3021,41.0,1983.0,Argentina,MID,,Rafael Jiménez,Rafael,Jiménez,Jiménez,
3022,37.0,1987.0,Brasil,MID,,José Jiménez,José,Jiménez,Jiménez,
3023,28.0,1996.0,México,LOWER,,Francisco Gutiérrez,Francisco,Gutiérrez,Gutiérrez,
3024,54.0,1970.0,México,MID,,Pablo González González,Pablo,González González,González,González
3025,71.0,1953.0,Paraguay,LOWER,,Juan Rodríguez,Juan,Rodríguez,Rodríguez,
3026,64.0,1960.0,Brasil,MID,,Pilar Rodríguez Martínez,Pilar,Rodríguez Martínez,Rodríguez,Martínez
3027,65.0,1959.0,México,MID,,Juan Gutiérrez Martín,Juan,Gutiérrez Martín,Gutiérrez,Martín
3028,82.0,1942.0,Argentina,UPPER,,María Fernández,María,Fernández,Fernández,
3029,64.0,1960.0,México,LOWER,,Fernando Díaz Alonso,Fernando,Díaz Alonso,Díaz,Alonso
3030,38.0,1986.0,Uruguay,LOWER,,José Gutiérrez,José,Gutiérrez,Gutiérrez,
3031,77.0,1947.0,Argentina,MID,,Teresa Moreno,Teresa,Moreno,Moreno,
3032,63.0,1961.0,México,LOWER,,Teresa González,Teresa,González,González,
3033,59.0,1965.0,Chile,LOWER,,Elena Moreno Martínez,Elena,Moreno Martínez,Moreno,Martínez
3034,,,,,,Lucía Alonso,Lucía,Alonso,Alonso,
3035,76.0,1948.0,Uruguay,UPPER,,Rafael Hernández Sánchez,Rafael,Hernández Sánchez,Hernández,Sánchez
3036,48.0,1976.0,Argentina,LOWER,,José Martínez,José,Martínez,Martínez,
3037,76.0,1948.0,Chile,UPPER,,María Sánchez,María,Sánchez,Sánchez,
